gamma,n,diversity,
070,6,0.06199959183673467,
080,6,0.05865209183673471,
090,6,0.06150250000000003,
099,6,0.07962806122448982,
gamma,n,diversity,
070,4,0.055936734693877464,
080,4,0.049068010204081566,
090,4,0.05082025510204077,
099,4,0.06548693877551028,
